dateVector,songs,headlines
"
Apr
14
2023

",All Too Well (10 Minute Version)," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",The 1," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Betty," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",The Last Great American Dynasty," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",August," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Illicit Affairs," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",My Tears Ricochet," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Cardigan," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Style," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Blank Space," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Shake It Off," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Wildest Dreams," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Bad Blood," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",The Great War," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

","You’re On Your Own, Kid"," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Lavender Haze," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Anti‐Hero," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Midnight Rain," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Vigilante Shit," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Bejeweled," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Mastermind," Raymond James Stadium, Tampa, FL, USA"
"
Apr
14
2023

",Karma," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Miss Americana & The Heartbreak Prince," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Cruel Summer," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",The Man," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",You Need To Calm Down," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Lover," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",The Archer," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Fearless," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",You Belong With Me," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Love Story," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",'Tis The Damn Season," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Willow," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Marjorie," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Champagne Problems," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Tolerate It," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",...Ready For It?," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Delicate," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Don't Blame Me," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Look What You Made Me Do," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Enchanted," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",22," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",We Are Never Ever Getting Back Together," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",I Knew You Were Trouble," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",All Too Well (10 Minute Version)," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",The 1," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Betty," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",The Last Great American Dynasty," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",August," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Illicit Affairs," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",My Tears Ricochet," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Cardigan," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Style," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Blank Space," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Shake It Off," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Wildest Dreams," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Bad Blood," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Speak Now," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Treacherous," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Lavender Haze," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Anti‐Hero," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Midnight Rain," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Vigilante Shit," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Bejeweled," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Mastermind," Raymond James Stadium, Tampa, FL, USA"
"
Apr
13
2023

",Karma," Raymond James Stadium, Tampa, FL, USA"
"
Apr
2
2023

",Miss Americana & The Heartbreak Prince," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Cruel Summer," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",The Man," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",You Need To Calm Down," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Lover," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",The Archer," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Fearless," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",You Belong With Me," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Love Story," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",'Tis The Damn Season," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Willow," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Marjorie," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Champagne Problems," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Tolerate It," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",...Ready For It?," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Delicate," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Don't Blame Me," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Look What You Made Me Do," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Enchanted," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",22," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",We Are Never Ever Getting Back Together," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",I Knew You Were Trouble," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",All Too Well (10 Minute Version)," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",The 1," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Betty," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",The Last Great American Dynasty," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",August," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Illicit Affairs," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",My Tears Ricochet," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Cardigan," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Style," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Blank Space," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Shake It Off," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Wildest Dreams," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Bad Blood," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Jump Then Fall," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",The Lucky One," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Lavender Haze," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Anti‐Hero," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Midnight Rain," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Vigilante Shit," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Bejeweled," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Mastermind," AT&T Stadium, Arlington, TX, USA"
"
Apr
2
2023

",Karma," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Miss Americana & The Heartbreak Prince," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Cruel Summer," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",The Man," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",You Need To Calm Down," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Lover," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",The Archer," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Fearless," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",You Belong With Me," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Love Story," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",'Tis The Damn Season," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Willow," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Marjorie," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Champagne Problems," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Tolerate It," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",...Ready For It?," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Delicate," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Don't Blame Me," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Look What You Made Me Do," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Enchanted," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",22," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",We Are Never Ever Getting Back Together," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",I Knew You Were Trouble," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",All Too Well (10 Minute Version)," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",The 1," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Betty," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",The Last Great American Dynasty," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",August," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Illicit Affairs," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",My Tears Ricochet," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Cardigan," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Style," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Blank Space," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Shake It Off," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Wildest Dreams," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Bad Blood," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Death By A Thousand Cuts," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Clean," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Lavender Haze," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Anti‐Hero," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Midnight Rain," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Vigilante Shit," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Bejeweled," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Mastermind," AT&T Stadium, Arlington, TX, USA"
"
Apr
1
2023

",Karma," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Miss Americana & The Heartbreak Prince," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Cruel Summer," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",The Man," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",You Need To Calm Down," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Lover," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",The Archer," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Fearless," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",You Belong With Me," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Love Story," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",'Tis The Damn Season," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Willow," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Marjorie," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Champagne Problems," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Tolerate It," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",...Ready For It?," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Delicate," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Don't Blame Me," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Look What You Made Me Do," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Enchanted," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",22," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",We Are Never Ever Getting Back Together," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",I Knew You Were Trouble," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",All Too Well (10 Minute Version)," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",The 1," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Betty," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",The Last Great American Dynasty," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",August," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Illicit Affairs," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",My Tears Ricochet," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Cardigan," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Style," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Blank Space," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Shake It Off," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Wildest Dreams," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Bad Blood," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Sad Beautiful Tragic," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Ours," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Lavender Haze," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Anti‐Hero," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Midnight Rain," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Vigilante Shit," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Bejeweled," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Mastermind," AT&T Stadium, Arlington, TX, USA"
"
Mar
31
2023

",Karma," AT&T Stadium, Arlington, TX, USA"
"
Mar
25
2023

",Miss Americana & The Heartbreak Prince," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Cruel Summer," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",The Man," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",You Need To Calm Down," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Lover," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",The Archer," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Fearless," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",You Belong With Me," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Love Story," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",'Tis The Damn Season," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Willow," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Marjorie," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Champagne Problems," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Tolerate It," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",...Ready For It?," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Delicate," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Don't Blame Me," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Look What You Made Me Do," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Enchanted," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",22," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",We Are Never Ever Getting Back Together," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",I Knew You Were Trouble," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",All Too Well (10 Minute Version)," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Invisible String," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Betty," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",The Last Great American Dynasty," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",August," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Illicit Affairs," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",My Tears Ricochet," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Cardigan," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Style," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Blank Space," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Shake It Off," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Wildest Dreams," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Bad Blood," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Cowboy Like Me," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",White Horse," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Lavender Haze," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Anti‐Hero," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Midnight Rain," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Vigilante Shit," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Bejeweled," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Mastermind," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
25
2023

",Karma," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Miss Americana & The Heartbreak Prince," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Cruel Summer," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",The Man," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",You Need To Calm Down," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Lover," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",The Archer," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Fearless," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",You Belong With Me," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Love Story," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",'Tis The Damn Season," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Willow," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Marjorie," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Champagne Problems," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Tolerate It," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",...Ready For It?," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Delicate," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Don't Blame Me," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Look What You Made Me Do," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Enchanted," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",22," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",We Are Never Ever Getting Back Together," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",I Knew You Were Trouble," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",All Too Well (10 Minute Version)," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Invisible String," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Betty," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",The Last Great American Dynasty," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",August," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Illicit Affairs," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",My Tears Ricochet," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Cardigan," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Style," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Blank Space," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Shake It Off," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Wildest Dreams," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Bad Blood," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Our Song," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Snow On The Beach," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Lavender Haze," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Anti‐Hero," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Midnight Rain," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Vigilante Shit," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Bejeweled," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Mastermind," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
24
2023

",Karma," Allegiant Stadium, Las Vegas, NV, USA"
"
Mar
18
2023

",Miss Americana & The Heartbreak Prince," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Cruel Summer," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",The Man," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",You Need To Calm Down," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Lover," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",The Archer," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Fearless," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",You Belong With Me," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Love Story," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",'Tis The Damn Season," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Willow," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Marjorie," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Champagne Problems," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Tolerate It," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",...Ready For It?," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Delicate," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Don't Blame Me," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Look What You Made Me Do," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Enchanted," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",22," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",We Are Never Ever Getting Back Together," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",I Knew You Were Trouble," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",All Too Well (10 Minute Version)," State Farm Stadium, Glendale, AZ, USA"
"
Mar
18
2023

",Invisible String," State Farm Stadium, Glendale, AZ, USA"
